"year","exp_level","emp_type","salary","comp_loc","comp_size"
2022,"MI","FT",160000,"US","M"
2022,"EN","FT",160000,"US","M"
2022,"EN","FT",160000,"US","M"
2022,"SE","FT",160000,"US","M"
2022,"MI","FT",160000,"US","M"
2022,"MI","FT",160000,"US","M"
2022,"MI","FT",160000,"US","M"
2022,"EN","FT",160000,"US","M"
2022,"MI","FT",160000,"US","M"
2022,"SE","FT",160000,"US","M"
2022,"EN","FT",160000,"US","M"
2022,"EN","FT",160000,"US","M"
2022,"MI","FT",160000,"US","M"
2022,"MI","FT",160000,"US","M"
2022,"MI","FT",160000,"US","M"
2022,"EX","FT",160000,"US","M"
2022,"SE","FT",160000,"US","M"
2022,"SE","FT",160000,"US","M"
2022,"SE","FT",160000,"US","M"
2022,"SE","FT",160000,"US","M"
2022,"SE","FT",160000,"US","M"
2022,"SE","FT",160000,"US","M"
2022,"SE","FT",160000,"US","M"
2022,"SE","FT",160000,"US","L"
2022,"MI","FT",160000,"US","M"
2022,"SE","FT",160000,"US","L"
2022,"SE","FT",160000,"US","L"
2022,"SE","FT",160000,"US","M"
2022,"SE","FT",160000,"US","L"
2022,"SE","FT",160000,"US","L"
2022,"SE","FT",160000,"US","M"
2022,"MI","FT",160000,"US","L"
2022,"SE","FT",160000,"US","L"
2022,"SE","FT",160000,"US","M"
2022,"SE","FT",160000,"US","M"
2022,"MI","FT",160000,"US","M"
2021,"SE","FT",160000,"US","S"
2021,"SE","FT",160000,"US","S"
2021,"MI","FT",160000,"US","L"
2021,"MI","FT",119059,"IL","M"
2023,"SE","FT",159900,"US","M"
2024,"EN","FT",159870,"US","M"
2023,"SE","FT",159832,"US","M"
2023,"SE","FT",159832,"US","M"
2022,"SE","FT",159699,"US","M"
2023,"SE","FT",159600,"US","M"
2023,"SE","FT",159500,"US","M"
2023,"SE","FT",159500,"US","M"
2021,"SE","FT",127221,"CA","L"
2023,"SE","FT",159408,"US","M"
2023,"SE","FT",159375,"US","M"
2023,"SE","FT",159350,"US","M"
2024,"SE","FT",159300,"US","M"
2024,"SE","FT",159300,"US","M"
2024,"SE","FT",159300,"US","M"
2024,"SE","FT",159300,"US","M"
2024,"SE","FT",159300,"US","M"
2024,"SE","FT",159300,"US","M"
2024,"SE","FT",159300,"US","M"
2024,"SE","FT",159300,"US","M"
2024,"SE","FT",159300,"US","M"
2024,"SE","FT",159300,"US","M"
2024,"SE","FT",159300,"US","M"
2023,"SE","FT",159300,"US","M"
2023,"SE","FT",159300,"US","M"
2023,"SE","FT",159300,"US","M"
2023,"SE","FT",159300,"US","M"
2023,"SE","FT",159300,"US","M"
2023,"SE","FT",159300,"US","M"
2023,"SE","FT",159300,"US","M"
2023,"SE","FT",159300,"US","M"
2023,"SE","FT",159300,"US","M"
2024,"MI","FT",159250,"US","M"
2022,"SE","FT",159200,"US","L"
2023,"SE","FT",159100,"US","L"
2023,"SE","FT",159100,"US","M"
2023,"SE","FT",159100,"US","L"
2023,"SE","FT",159100,"US","L"
2023,"SE","FT",159100,"US","L"
2023,"SE","FT",159100,"US","L"
2023,"SE","FT",159100,"US","L"
2023,"SE","FT",159100,"US","L"
2023,"SE","FT",159090,"US","M"
2023,"SE","FT",159090,"US","M"
2024,"SE","FT",159000,"US","M"
2024,"SE","FT",159000,"US","M"
2024,"SE","FT",159000,"US","M"
2024,"SE","FT",159000,"CA","M"
2024,"SE","FT",159000,"US","M"
2024,"MI","FT",159000,"US","M"
2024,"SE","FT",159000,"US","M"
2024,"MI","FT",159000,"US","M"
2024,"SE","FT",159000,"US","M"
2024,"SE","FT",159000,"US","M"
2024,"SE","FT",159000,"US","M"
2024,"SE","FT",159000,"US","M"
2023,"SE","FT",159000,"US","M"
2023,"SE","FT",159000,"US","M"
2023,"SE","FT",159000,"US","M"
2023,"SE","FT",159000,"US","M"
2023,"SE","FT",159000,"US","M"
2023,"SE","FT",159000,"US","M"
2023,"SE","FT",159000,"US","M"
2023,"SE","FT",159000,"US","M"
2023,"SE","FT",159000,"US","M"
2023,"SE","FT",159000,"US","M"
2022,"EX","FT",159000,"US","M"
2022,"SE","FT",159000,"US","L"
2022,"MI","FT",159000,"US","M"
2023,"SE","FT",158900,"US","M"
2023,"SE","FT",158700,"US","M"
2024,"SE","FT",158680,"US","M"
2023,"SE","FT",158677,"US","M"
2023,"SE","FT",158620,"US","M"
2023,"MI","FT",158600,"US","M"
2023,"SE","FT",158600,"US","M"
2023,"SE","FT",158600,"US","M"
2024,"SE","FT",158500,"CA","M"
2024,"SE","FT",158500,"US","M"
2024,"MI","FT",158500,"US","M"
2023,"SE","FT",158500,"CA","M"
2024,"SE","FT",158494,"US","M"
2023,"SE","FT",158494,"US","M"
2023,"SE","FT",158400,"US","M"
2023,"MI","FT",158400,"US","M"
2023,"SE","FT",158400,"US","M"
2023,"MI","FT",158200,"US","M"
2022,"SE","FT",158200,"US","L"
2024,"MI","FT",158100,"US","M"
2024,"EN","FT",158100,"US","M"
2023,"MI","FT",158080,"US","M"
2024,"MI","FT",158000,"US","M"
2024,"EN","FT",158000,"US","M"
2024,"MI","FT",158000,"US","M"
2024,"MI","FT",158000,"US","M"
2024,"MI","FT",158000,"US","M"
2023,"SE","FT",158000,"US","M"
2023,"SE","FT",158000,"US","M"
2023,"MI","FT",158000,"US","M"
2023,"SE","FT",158000,"US","M"
2023,"SE","FT",158000,"US","M"
2023,"SE","FT",158000,"US","M"
2023,"SE","FT",158000,"CA","M"
2022,"MI","FT",158000,"US","M"
2024,"EN","FT",157900,"CA","M"
2024,"EN","FT",157900,"CA","M"
2024,"SE","FT",157900,"CA","M"
2024,"MI","FT",157900,"US","M"
2024,"EN","FT",157900,"CA","M"
2024,"SE","FT",157850,"US","M"
2023,"SE","FT",157750,"US","M"
2023,"SE","FT",157750,"US","M"
2024,"EN","FT",157600,"US","M"
2024,"EN","FT",157600,"US","M"
2023,"SE","FT",157550,"US","M"
2023,"SE","FT",157550,"US","M"
2023,"SE","FT",157550,"US","M"
2023,"SE","FT",157550,"US","M"
2024,"SE","FT",157500,"US","M"
2024,"SE","FT",157500,"US","M"
2024,"SE","FT",157500,"US","M"
2023,"EX","FT",157500,"US","M"
2023,"SE","FT",157500,"US","M"
2023,"SE","FT",157500,"US","M"
2024,"SE","FT",157476,"US","M"
2023,"SE","FT",157250,"US","M"
2023,"SE","FT",157250,"US","M"
2023,"SE","FT",157250,"US","M"
2023,"SE","FT",157250,"US","M"
2023,"SE","FT",157250,"US","M"
2024,"SE","FT",157144,"US","M"
2024,"SE","FT",157000,"US","M"
2023,"MI","FT",157000,"US","M"
2023,"SE","FT",157000,"US","M"
2023,"SE","FT",157000,"US","M"
2023,"SE","FT",157000,"US","M"
2023,"SE","FT",157000,"CA","M"
2023,"SE","FT",157000,"US","M"
2022,"EX","FT",157000,"US","M"
2020,"SE","FT",117104,"CA","L"
2022,"MI","FT",157000,"US","L"
2022,"SE","FT",156868,"US","L"
2023,"SE","FT",156600,"US","M"
2022,"SE","FT",156600,"US","M"
2022,"SE","FT",156600,"US","M"
2023,"SE","FT",156560,"US","M"
2023,"SE","FT",156560,"US","M"
2024,"SE","FT",156476,"US","M"
2023,"SE","FT",156453,"US","M"
2024,"MI","FT",156450,"US","M"
2023,"EN","FT",156450,"US","M"
2023,"EN","FT",156450,"US","M"
2023,"EN","FT",156450,"US","M"
2024,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2023,"SE","FT",156400,"US","M"
2022,"SE","FT",156400,"US","M"
2022,"SE","FT",156400,"US","M"
2022,"SE","FT",156400,"US","M"
2022,"SE","FT",156400,"US","M"
2024,"SE","FT",156300,"US","M"
2023,"SE","FT",156275,"US","M"
2024,"MI","FT",156200,"CA","M"
2023,"SE","FT",156150,"US","M"
2023,"SE","FT",156100,"CA","M"
2023,"SE","FT",156100,"CA","M"
2024,"SE","FT",156000,"US","M"
2024,"SE","FT",156000,"US","M"
2024,"SE","FT",156000,"US","M"
2024,"SE","FT",156000,"US","M"
2024,"SE","FT",156000,"US","M"
2024,"SE","FT",156000,"US","M"
2024,"EN","FT",156000,"US","M"
2023,"SE","FT",156000,"US","M"
2023,"SE","FT",156000,"US","M"
2023,"SE","FT",156000,"US","M"
2023,"SE","FT",156000,"US","M"
2023,"SE","FT",156000,"CA","M"
2023,"SE","FT",156000,"CA","M"
2023,"SE","FT",156000,"CA","M"
2023,"MI","FT",156000,"US","M"
2023,"SE","FT",156000,"US","M"
2023,"SE","FT",155850,"US","M"
2023,"MI","FT",155810,"US","M"
2023,"SE","FT",155800,"US","M"
2023,"EN","FT",155750,"US","M"
2024,"SE","FT",155615,"US","M"
2024,"SE","FT",155615,"US","M"
2024,"SE","FT",155600,"US","M"
2023,"SE","FT",155600,"US","M"
2023,"SE","FT",155500,"US","M"
2023,"SE","FT",155500,"US","M"
2023,"SE","FT",155400,"US","M"
2024,"SE","FT",155175,"US","M"
2024,"SE","FT",155000,"US","M"
2024,"SE","FT",155000,"US","M"
2024,"SE","FT",155000,"US","M"
2024,"SE","FT",155000,"US","M"
2024,"SE","FT",155000,"PL","M"
2024,"EX","FT",155000,"CA","M"
2024,"SE","FT",155000,"US","M"
2024,"SE","FT",155000,"US","M"
2024,"SE","FT",155000,"US","M"
2024,"SE","FT",155000,"US","M"
2024,"MI","FT",155000,"US","M"
2024,"MI","FT",155000,"US","M"
2024,"SE","FT",155000,"CA","M"
2024,"SE","FT",155000,"US","M"
2024,"MI","FT",155000,"US","M"
2024,"SE","FT",155000,"US","M"
2024,"SE","FT",155000,"US","M"
2024,"SE","FT",155000,"US","M"
2024,"MI","FT",155000,"US","M"
2024,"SE","FT",155000,"US","M"
2024,"SE","FT",155000,"US","M"
2024,"SE","FT",155000,"US","M"
2024,"SE","FT",155000,"US","M"
2024,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"MI","FT",155000,"US","M"
2023,"MI","FT",155000,"US","M"
2023,"MI","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"MI","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"CA","M"
2023,"SE","FT",155000,"US","M"
2023,"MI","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","L"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"MI","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"MI","FT",155000,"US","M"
2023,"MI","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"GB","M"
2023,"SE","FT",155000,"US","M"
2023,"MI","FT",155000,"US","M"
2023,"SE","FT",155000,"GB","M"
2023,"MI","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"MI","FT",155000,"US","M"
2023,"EN","FT",155000,"US","M"
2023,"MI","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"EN","FT",155000,"US","M"
2023,"EX","FT",155000,"US","M"
2023,"EN","FT",155000,"US","M"
2023,"MI","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"MI","FT",155000,"US","M"
2023,"SE","FT",155000,"US","M"
2023,"EX","FT",155000,"US","M"
2022,"MI","FT",155000,"US","L"
2023,"SE","FT",155000,"US","M"
2022,"SE","FT",155000,"US","M"
2022,"SE","FT",155000,"US","M"
2022,"MI","FT",155000,"US","M"
2022,"SE","FT",155000,"US","M"
2022,"SE","FT",155000,"US","M"
2022,"SE","FT",155000,"US","M"
2022,"SE","FT",155000,"US","M"
2022,"SE","FT",155000,"US","M"
2022,"SE","FT",155000,"US","M"
2022,"SE","FT",155000,"US","M"
2023,"SE","FT",154836,"US","M"
2023,"SE","FT",154836,"US","M"
2024,"EN","FT",154818,"US","M"
2024,"MI","FT",154800,"US","M"
2024,"EN","FT",154800,"US","M"
2024,"MI","FT",154800,"US","M"
2023,"MI","FT",154800,"US","M"
2023,"MI","FT",154800,"US","M"
2023,"MI","FT",154800,"US","M"
2023,"SE","FT",154700,"US","M"
2023,"SE","FT",154600,"US","M"
2023,"SE","FT",154600,"US","M"
2022,"SE","FT",154600,"US","M"
2022,"SE","FT",154600,"US","L"
2022,"SE","FT",154600,"US","L"
2022,"SE","FT",154600,"US","L"
2022,"SE","FT",154560,"US","M"
2022,"SE","FT",154545,"US","L"
2022,"SE","FT",154545,"US","L"
2024,"MI","FT",154500,"US","M"
2023,"SE","FT",154500,"US","M"
2023,"SE","FT",154440,"US","M"
2024,"SE","FT",154400,"US","M"
2024,"MI","FT",193000,"GB","M"
2024,"SE","FT",154360,"US","M"
2024,"SE","FT",154100,"US","M"
2024,"MI","FT",154100,"US","M"
2024,"SE","FT",154000,"US","M"
2024,"SE","FT",154000,"US","M"
2024,"SE","FT",154000,"US","M"
2024,"MI","FT",154000,"US","M"
2024,"SE","FT",154000,"US","M"
2024,"EN","FT",154000,"US","M"
2024,"MI","FT",154000,"US","M"
2024,"MI","FT",154000,"US","M"
2023,"SE","FT",154000,"US","M"
2023,"MI","FT",154000,"US","M"
2023,"MI","FT",154000,"US","M"
2023,"MI","FT",154000,"US","M"
2023,"MI","FT",154000,"US","M"
2023,"MI","FT",154000,"US","M"
2023,"SE","FT",154000,"US","M"
2023,"SE","FT",154000,"US","M"
2023,"SE","FT",154000,"US","M"
2023,"SE","FT",154000,"US","M"
2023,"SE","FT",154000,"US","M"
2023,"SE","FT",154000,"US","M"
2023,"SE","FT",154000,"US","M"
2023,"MI","FT",154000,"US","M"
2023,"MI","FT",154000,"US","M"
2023,"SE","FT",154000,"US","M"
2022,"SE","FT",154000,"US","M"
2022,"SE","FT",154000,"US","M"
2022,"SE","FT",154000,"US","M"
2022,"SE","FT",154000,"US","M"
2024,"SE","FT",153900,"US","M"
2024,"SE","FT",153900,"US","M"
2024,"SE","FT",153900,"US","M"
2023,"MI","FT",153800,"US","M"
2023,"SE","FT",153800,"US","M"
2024,"MI","FT",153700,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2023,"SE","FT",153600,"US","M"
2022,"SE","FT",153600,"US","M"
2022,"SE","FT",153600,"US","M"
2022,"SE","FT",153600,"US","M"
2022,"SE","FT",153600,"US","M"
2023,"SE","FT",153550,"US","M"
2024,"SE","FT",153400,"US","M"
2023,"SE","FT",153400,"US","M"
2023,"SE","FT",153400,"US","M"
2023,"SE","FT",153400,"US","M"
2023,"SE","FT",153400,"US","M"
2023,"SE","FT",153300,"US","M"
2023,"SE","FT",153300,"US","M"
2024,"SE","FT",153200,"US","M"
2023,"SE","FT",153100,"US","M"
2023,"SE","FT",153090,"US","M"
2023,"SE","FT",153090,"US","M"
2023,"SE","FT",153090,"US","M"
2023,"SE","FT",153088,"US","M"
2024,"SE","FT",153040,"US","M"
2024,"SE","FT",153040,"US","M"
2024,"MI","FT",153040,"US","M"
2024,"SE","FT",153018,"US","M"
2024,"SE","FT",153000,"US","M"
2024,"EN","FT",153000,"US","M"
2024,"EN","FT",153000,"US","M"
2024,"SE","FT",153000,"US","M"
2024,"MI","FT",153000,"US","M"
2024,"MI","FT",153000,"US","M"
2024,"SE","FT",153000,"US","M"
2024,"MI","FT",153000,"US","M"
2024,"SE","FT",153000,"US","M"
2024,"MI","FT",153000,"US","M"
2024,"SE","FT",153000,"CA","M"
2024,"SE","FT",153000,"CA","M"
2023,"SE","FT",153000,"US","M"
2023,"SE","FT",153000,"CA","M"
2023,"SE","FT",153000,"US","M"
2023,"SE","FT",153000,"US","M"
2023,"SE","FT",153000,"US","M"
2023,"SE","FT",153000,"US","M"
2023,"EX","FT",153000,"US","M"
2023,"SE","FT",153000,"CA","M"
2022,"MI","FT",153000,"US","M"
2022,"SE","FT",153000,"US","M"
2022,"SE","FT",153000,"US","M"
2022,"MI","FT",153000,"US","L"
2022,"MI","FT",153000,"US","M"
2021,"SE","FT",153000,"US","L"
2023,"SE","FT",152900,"GB","M"
2023,"SE","FT",152900,"US","M"
2023,"MI","FT",152700,"US","M"
2024,"MI","FT",152600,"US","M"
2023,"SE","FT",152600,"US","M"
2024,"EN","FT",152500,"US","M"
2023,"SE","FT",152500,"US","M"
2022,"SE","FT",152500,"US","M"
2022,"SE","FT",152500,"US","M"
2024,"SE","FT",152400,"US","M"
2023,"SE","FT",152380,"US","M"
2024,"SE","FT",152375,"US","M"
2024,"SE","FT",152375,"US","M"
2024,"SE","FT",152375,"US","M"
2024,"SE","FT",152375,"US","M"
2024,"SE","FT",152375,"US","M"
2023,"SE","FT",152375,"US","M"
2023,"SE","FT",152375,"US","M"
2023,"MI","FT",152375,"US","M"
2023,"SE","FT",152300,"US","M"
2023,"SE","FT",152022,"US","M"
2024,"MI","FT",152000,"CA","M"
2024,"SE","FT",152000,"US","M"
2024,"SE","FT",152000,"US","M"
2024,"MI","FT",152000,"US","M"
2024,"MI","FT",152000,"US","M"
2024,"SE","FT",152000,"US","M"
2024,"SE","FT",152000,"US","M"
2024,"SE","FT",152000,"US","M"
2024,"MI","FT",152000,"US","M"
2024,"MI","FT",152000,"US","M"
2024,"SE","FT",152000,"US","M"
2023,"MI","FT",152000,"CA","M"
2023,"SE","FT",152000,"CA","M"
2023,"SE","FT",152000,"US","M"
2023,"SE","FT",152000,"US","M"
2023,"SE","FT",152000,"US","M"
2023,"SE","FT",152000,"US","M"
2023,"SE","FT",152000,"US","M"
2023,"SE","FT",152000,"US","M"
2023,"SE","FT",152000,"US","M"
2023,"SE","FT",152000,"US","M"
2023,"SE","FT",152000,"US","M"
2023,"SE","FT",152000,"CA","M"
2023,"SE","FT",152000,"US","M"
2023,"SE","FT",152000,"US","M"
2023,"SE","FT",152000,"US","M"
2023,"SE","FT",152000,"US","M"
2023,"MI","FT",152000,"US","M"
2023,"SE","FT",152000,"US","M"
2023,"SE","FT",152000,"US","M"
2023,"SE","FT",152000,"US","M"
2023,"SE","FT",152000,"US","M"
2023,"SE","FT",152000,"US","M"
2022,"SE","FT",152000,"US","M"
2022,"SE","FT",152000,"US","M"
2022,"SE","FT",152000,"US","M"
2022,"SE","FT",152000,"US","M"
2021,"SE","FT",152000,"FR","L"
2024,"SE","FT",151900,"US","M"
2024,"SE","FT",151900,"US","M"
2024,"SE","FT",151900,"US","M"
2023,"SE","FT",151840,"US","M"
2024,"MI","FT",151800,"US","M"
2024,"SE","FT",151800,"US","M"
2024,"MI","FT",151800,"US","M"
2024,"SE","FT",151800,"US","M"
2024,"MI","FT",151800,"US","M"
2023,"SE","FT",151800,"US","M"
2023,"SE","FT",151800,"US","M"
2023,"SE","FT",151800,"US","M"
2023,"SE","FT",151800,"US","M"
2023,"MI","FT",151800,"US","M"
2023,"SE","FT",151800,"US","M"
2022,"SE","FT",151800,"US","M"
2023,"MI","FT",151700,"US","L"
2024,"SE","FT",151600,"US","M"
2023,"SE","FT",151600,"US","M"
2023,"SE","FT",151600,"US","M"
2023,"SE","FT",151600,"US","M"
2023,"SE","FT",151600,"US","M"
2024,"MI","FT",151500,"US","M"
2024,"MI","FT",151500,"US","M"
2024,"SE","FT",151500,"US","M"
2023,"MI","FT",151410,"US","M"
2023,"EN","FT",151410,"US","M"
2023,"MI","FT",151410,"US","M"
2023,"SE","FT",151300,"US","M"
2024,"EN","PT",151260,"US","L"
2023,"SE","FT",151250,"US","M"
2023,"SE","FT",151200,"US","M"
2023,"SE","FT",151100,"CA","M"
2023,"SE","FT",151090,"US","M"
2024,"MI","FT",151000,"US","M"
2024,"SE","FT",151000,"US","M"
2024,"SE","FT",151000,"US","M"
2024,"MI","FT",151000,"US","M"
2023,"SE","FT",151000,"CA","M"
2023,"SE","FT",151000,"US","M"
2023,"MI","FT",151000,"US","M"
2023,"SE","FT",151000,"US","M"
2023,"SE","FT",151000,"US","M"
2023,"MI","FT",151000,"US","M"
2021,"MI","FT",151000,"US","L"
2023,"SE","FT",150931,"US","M"
2023,"EX","FT",150900,"US","M"
2024,"SE","FT",150895,"US","M"
2024,"SE","FT",150800,"US","M"
2024,"EN","FT",150700,"US","M"
2024,"SE","FT",150700,"US","M"
2024,"SE","FT",150700,"US","M"
2023,"SE","FT",150600,"US","M"
2023,"SE","FT",150600,"GB","M"
2023,"SE","FT",150550,"US","M"
2024,"SE","FT",150500,"CA","M"
2023,"MI","FT",150450,"US","M"
2022,"SE","FT",150260,"US","M"
2023,"SE","FT",150200,"US","M"
2023,"SE","FT",150120,"US","M"
2022,"SE","FT",150075,"US","M"
2022,"SE","FT",150075,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"EX","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"MI","FT",150000,"CA","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"EN","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"EX","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"SE","FT",150000,"SA","M"
2024,"MI","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"EN","FT",150000,"US","M"
2024,"EN","FT",150000,"US","M"
2024,"EN","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"EN","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"EX","FT",150000,"US","L"
2024,"SE","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"EX","FT",150000,"US","M"
2024,"EN","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"SE","FT",150000,"GB","M"
2024,"MI","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"EN","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"EX","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"MI","FT",166666,"DE","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"EN","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"EN","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"MI","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2024,"SE","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"MI","FT",150000,"US","M"
2023,"MI","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"MI","FT",150000,"US","M"
2023,"SE","FT",150000,"CA","M"
2023,"EN","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"MI","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"EX","FT",150000,"US","M"
2023,"MI","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"MI","FT",150000,"CA","M"
2023,"SE","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"MI","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"MI","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"MI","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"SE","FT",161952,"FR","M"
2023,"SE","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"MI","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"EN","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"SE","FT",150000,"US","M"
2023,"MI","FT",150000,"US","M"
